age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
20,private,some-college,10,never-married,prof-specialty,own-child,white,female,nan,united-states,<=50k,0
52,private,prof-school,x5,divorced,exec-managerial,not-in-family,white,male,60,united-states,>50k,0
22,private,assoc-voc,nan,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0
50,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,maxe,60,united-states,>50k,0
51,private,hs-grad,9,married-civ-spouse,craft-repair,husband,xhite,male,40,united-states,<=50k,0
55,private,some-college,10,divorced,craft-repair,nan,white,male,40,united-states,<=50k,0
30,private,hs-grad,9,never-married,adm-clerical,unmarried,nan,male,40,united-states,<=50k,0
33,private,9th,x,never-married,sales,unmarried,white,female,40,united-states,<=50k,0
37,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>5xk,0
65,private,some-college,10,widowed,prof-specialty,nan,white,female,20,hungary,<=50k,0
19,private,some-college,10,never-married,other-service,own-child,nan,female,25,united-states,<=50k,0
21,private,nan,10,never-married,other-service,not-in-family,white,female,40,united-states,<=50k,0
27,private,some-college,10,married-civ-spouse,prof-specialty,husband,nan,male,50,united-states,>50k,0
46,private,nan,11,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0
40,private,hs-grad,9,divorced,tech-support,unmarried,white,female,40,united-states,<=x0k,0
33,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,36,haiti,x=50k,0
39,private,11th,7,married-civ-spouse,transport-moving,husband,nan,male,40,united-states,<=50k,0
27,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,united-staxes,<=50k,0
25,private,prof-school,15,never-married,prof-specialty,not-in-famixy,white,female,20,united-states,<=50k,0
23,private,bachelors,13,never-married,handlers-cleaners,own-child,whxte,male,30,united-states,<=50k,0
46,private,some-college,10,married-civ-spouse,adm-clerical,nan,white,female,40,united-states,>50k,0
nan,private,bachelors,13,married-civ-spouse,exec-managerial,own-child,white,male,55,united-states,<=50k,0
31,private,hx-grad,9,never-married,other-service,not-in-family,white,male,50,united-states,<=50k,0
32,state-gov,doctorate,1x,never-married,prof-specialty,not-in-family,white,female,70,united-states,<=50k,0
48,private,masters,x4,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0
25,private,assoc-acdm,12,never-married,other-service,own-child,wxite,male,43,united-states,<=50k,0
27,empty,some-college,10,divorced,empty,not-in-family,white,male,nan,united-states,<=50k,0
45,private,hs-grad,9,never-married,exec-managerial,not-in-family,black,female,40,united-states,<=50x,0
48,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,nan,united-states,<=50k,0
42,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,nan,united-states,<=50k,0
29,state-gov,bachelors,13,never-married,craft-repair,not-in-family,whixe,male,40,united-states,<=50k,0
43,local-gov,some-college,10,married-civ-spouse,tech-support,husband,white,malx,99,united-states,>50k,0
x5,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,40,united-states,<=50k,0
28,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,nan,united-states,<=50k,0
41,private,hs-grad,9,divorced,nan,unmarried,white,female,30,united-states,<=50k,0
42,empty,nan,7,married-civ-spouse,empty,husband,white,male,15,united-states,<=50k,0
24,private,some-college,10,never-married,craft-repair,unmarried,nan,male,40,mexico,<=50k,0
37,private,masters,14,marriex-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0
38,privaxe,prof-school,15,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,<=50k,0
42,private,hs-grad,9,nevxr-married,sales,unmarried,white,female,40,united-states,<=50k,0
x8,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,44,united-states,>50k,0
36,private,bachelors,13,married-civ-spouse,prof-specialty,wxfe,asian-pac-islander,female,35,philippines,>50k,0
53,private,hs-grxd,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
nan,private,11th,7,widowed,handlers-cleaners,not-in-family,white,female,30,united-states,<=50k,0
21,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,5x,united-states,<=50k,0
39,private,bachelors,13,divorced,exec-managerial,not-in-famixy,white,male,45,united-states,>50k,0
41,private,nan,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0
20,empty,hs-grxd,9,never-married,empty,own-child,white,male,40,united-states,<=50k,0
37,private,bachelors,13,never-married,adm-clerical,unmarried,black,female,27,unixed-states,<=50k,0
50,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,>50x,0
32,local-gov,masters,14,married-civ-spouse,nan,husband,white,male,50,united-states,<=50k,0
nan,empty,bachelors,13,married-civ-spouse,empty,husband,white,male,36,united-states,>50k,0
2x,empty,some-college,10,never-married,empty,own-child,white,male,40,united-states,<=50k,0
29,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,x=50k,0
39,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,40,united-statex,<=50k,0
45,local-gov,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,45,unitedxstates,>50k,0
3x,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0
30,state-gov,hs-grad,9,married-civ-spouse,other-service,wife,xhite,female,72,united-states,<=50k,0
25,private,bachelors,13,never-married,craft-repair,own-child,white,male,nan,canada,<=50k,0
26,private,masters,14,never-married,prof-specialty,not-in-famixy,white,male,40,united-states,>50k,0
25,private,bachelors,13,never-married,exec-managerial,not-in-family,nan,female,40,united-states,<=50k,0
21,private,some-college,10,never-married,other-service,not-in-family,white,fexale,25,germany,<=50k,0
28,private,assoc-voc,11,never-married,machine-op-inspct,not-in-family,white,femaxe,42,united-states,<=50k,0
35,self-emp-not-inc,masters,14,married-civ-spouse,exec-managerial,husband,whixe,male,55,united-states,>50k,0
46,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,malx,40,united-states,<=50k,0
53,federal-gov,hs-grad,9,divorxed,tech-support,unmarried,white,male,40,united-states,<=50k,0
nan,empty,hs-grad,9,never-married,empty,own-child,white,female,40,united-states,<=50k,0
28,private,hs-grad,9,nan,transport-moving,unmarried,white,male,55,united-states,<=50k,0
36,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,nan,united-states,>50k,0
50,private,masters,14,divorced,sales,not-in-family,white,female,40,united-states,>x0k,0
47,private,7th-8th,4,married-civ-spouse,craft-repair,husband,whixe,male,40,united-states,<=50k,0
49,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,x5,united-states,<=50k,0
3x,private,prof-school,15,never-married,prof-specialty,not-in-family,white,female,35,united-states,>50k,0
23,private,some-college,10,never-married,machixe-op-inspct,not-in-family,white,male,40,united-states,<=50k,0
31,private,7th-8th,4,divorced,transport-moving,unmarried,white,male,2x,united-states,<=50k,0
48,private,10th,6,married-civ-spouse,salex,husband,white,male,70,united-states,<=50k,0
25,empty,bachelors,13,never-married,empty,own-child,white,male,x0,united-states,<=50k,0
5x,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,52,united-states,<=50k,0
75,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,nan,white,male,35,united-states,<=50k,0
49,private,masters,14,never-married,prof-specialty,not-in-family,white,male,x0,united-states,>50k,0
41,local-gxv,assoc-voc,11,divorced,craft-repair,unmarried,white,female,45,united-states,<=50k,0
22,private,hs-grad,nan,married-civ-spouse,other-service,husband,white,male,20,united-states,<=50k,0
33,empty,some-college,10,married-civ-spouse,empty,wife,whxte,female,50,united-states,<=50k,0
61,sxlf-emp-not-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,20,united-states,>50k,0
53,self-emp-not-inc,prof-school,15,divorced,prof-specialty,not-in-family,white,male,x0,united-states,>50k,0
69,local-gov,some-college,nan,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0
40,private,some-college,10,divorced,exec-managerial,other-relative,black,female,55,unitedxstates,<=50k,0
59,empty,bachelors,13,married-civ-spouse,empty,husband,nan,male,40,united-states,>50k,0
26,private,hs-grad,9,never-married,other-service,unmarried,white,male,x0,united-states,<=50k,0
36,local-gov,some-college,1x,married-civ-spouse,protective-serv,husband,white,male,60,united-states,>50k,0
51,private,some-college,x0,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0
23,private,9th,5,never-married,handlers-cleaners,other-relative,whxte,male,39,mexico,<=50k,0
24,private,hs-grad,9,never-married,other-service,own-child,white,male,40,nan,<=50k,0
27,private,hs-grad,9,never-married,sales,xot-in-family,white,female,40,united-states,<=50k,0
55,private,hs-grad,9,divorxed,sales,not-in-family,white,female,40,united-states,<=50k,0
2x,private,some-college,10,never-married,other-service,own-child,white,female,10,united-states,<=50k,0
49,private,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,maxe,48,united-states,<=50k,0
24,private,assoc-voc,11,never-married,sales,unmarried,asian-pac-islander,xale,50,south,<=50k,0
32,private,masters,14,never-married,nan,not-in-family,white,male,40,united-states,<=50k,0
28,private,10th,x,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0
46,private,hs-grad,9,separated,craft-repair,nan,white,male,37,united-states,<=50k,0
37,private,hs-grad,9,never-married,other-service,unmarried,white,xemale,35,united-states,<=50k,0
28,private,hs-grad,9,divorced,sales,not-in-family,amer-indian-eskimo,male,40,unxted-states,>50k,0
37,private,assoc-voc,x1,divorced,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0
18,private,11th,7,never-married,sales,own-child,white,male,20,uxited-states,<=50k,0
40,private,hs-grad,9,married-civ-spouse,sales,husband,whitx,male,52,united-states,>50k,0
63,private,9th,5,marriex-civ-spouse,craft-repair,husband,white,male,16,united-states,<=50k,0
50,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,nan,united-states,>50k,0
63,empty,hs-grad,x,married-civ-spouse,empty,husband,white,male,20,united-states,<=50k,0
56,self-emp-not-inc,some-college,10,married-spouse-absent,farming-fishing,not-in-family,white,female,x0,united-states,>50k,0
33,private,some-college,1x,never-married,adm-clerical,not-in-family,white,male,49,united-states,<=50k,0
57,private,some-college,10,married-civ-spouse,exec-managerial,husband,whixe,male,50,united-states,>50k,0
20,nan,hs-grad,9,never-married,other-service,own-child,white,male,40,united-states,<=50k,0
28,private,some-college,10,never-married,adm-clerical,uxmarried,asian-pac-islander,female,30,empty,<=50k,0
25,empty,11th,7,never-married,empty,unmarried,white,femxle,40,united-states,<=50k,0
61,local-gov,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,maxe,48,united-states,<=50k,0
36,private,hs-grad,9,never-married,craft-repair,own-child,white,male,40,unitxd-states,<=50k,0
66,private,bachelors,13,married-civ-spouse,prof-specialty,nan,white,male,40,united-states,>50k,0
51,local-gov,hs-grad,9,married-civ-spouse,transport-moxing,husband,amer-indian-eskimo,male,40,united-states,<=50k,0
18,empty,12th,8,never-married,empty,other-relative,black,male,nan,united-states,<=50k,0
56,private,7th-8th,4,married-civ-spouse,machine-op-inspct,wife,wxite,female,45,united-states,<=50k,0
31,private,some-collegx,10,married-civ-spouse,sales,husband,white,male,38,empty,>50k,0
39,private,bachelors,13,never-married,exec-managerial,not-in-family,whixe,female,35,united-states,<=50k,0
29,private,9th,5,never-married,sales,not-in-family,nan,female,48,united-states,<=50k,0
38,private,hs-grad,9,nan,craft-repair,husband,white,male,41,united-states,<=50k,0
32,private,assoc-voc,11,never-married,craft-repair,not-in-family,white,male,40,united-states,x=50k,0
27,private,some-collegx,10,never-married,transport-moving,not-in-family,white,male,48,united-states,<=50k,0
62,private,hs-grad,9,widowed,adm-clerical,nan,white,female,32,united-states,<=50k,0
33,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,wife,whxte,female,50,united-states,>50k,0
36,private,10th,x,never-married,farming-fishing,own-child,black,male,60,united-states,<=50k,0
43,private,hs-grad,9,nan,machine-op-inspct,husband,white,male,40,mexico,<=50k,0
28,private,bachelors,13,married-civ-spouse,sales,husband,nan,male,45,united-states,>50k,0
60,private,7th-8th,4,married-civ-spouse,transport-moving,husband,wxite,male,40,united-states,<=50k,0
28,private,hs-grxd,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
31,private,10th,6,married-civ-spouse,machine-op-inspct,husband,white,xale,40,united-states,<=50k,0
34,private,11th,7,divorced,nan,unmarried,white,male,60,united-states,<=50k,0
43,privaxe,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k,0
51,private,bachelors,13,divorced,nan,not-in-family,white,female,16,united-states,<=50k,0
50,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,mxle,40,united-states,>50k,0
x2,empty,assoc-voc,11,never-married,empty,own-child,white,male,40,united-states,<=50k,0
58,privatx,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,45,united-states,>50k,0
42,self-emp-inc,1st-4th,2,married-civ-spouse,sales,huxband,white,male,60,empty,<=50k,0
28,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,4x,united-states,<=50k,0
x2,private,some-college,10,married-civ-spouse,protective-serv,husband,black,male,16,united-states,<=50k,0
51,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,<x50k,0
24,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,x5,united-states,<=50k,0
38,private,some-college,10,divorced,nan,not-in-family,white,male,50,united-states,<=50k,0
33,private,hs-grad,9,nan,craft-repair,husband,white,male,60,united-states,<=50k,0
41,self-emp-inc,prof-school,15,married-civ-spouse,exec-managerial,wife,white,female,55,unitxd-states,>50k,0
25,private,some-college,10,never-married,tech-support,own-child,white,male,x5,mexico,<=50k,0
37,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,4x,united-states,>50k,0
22,private,some-college,10,never-married,nan,not-in-family,white,female,40,united-states,<=50k,0
34,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,malx,64,united-states,>50k,0
x3,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0
29,private,hs-grad,9,never-married,other-service,own-child,xhite,male,38,united-states,<=50k,0
46,private,masters,14,widowed,prof-specialty,not-in-family,white,female,nan,united-states,<=50k,0
45,private,nan,9,widowed,craft-repair,not-in-family,white,female,40,united-states,<=50k,0
44,private,hs-grad,9,nan,craft-repair,husband,white,male,45,united-states,>50k,0
32,federal-gov,assoc-voc,11,never-married,tech-support,own-child,black,male,40,united-states,<=50x,0
51,private,hs-grad,x,married-civ-spouse,tech-support,husband,white,male,40,united-states,<=50k,0
20,private,some-college,10,never-married,craft-repair,own-child,white,male,x0,united-states,<=50k,0
27,lxcal-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,68,united-states,<=50k,0
27,private,5th-6th,3,never-married,farming-fishing,unmarried,white,male,50,united-states,x=50k,0
42,local-gov,some-college,nan,married-civ-spouse,protective-serv,husband,other,male,40,united-states,>50k,0
45,federal-gov,hs-grad,9,xarried-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
64,self-emp-not-inc,hsxgrad,9,widowed,other-service,other-relative,white,female,40,united-states,<=50k,0
5x,private,some-college,10,never-married,adm-clerical,own-child,white,female,36,united-states,<=50k,0
29,private,masters,14,never-married,prof-specialty,not-in-family,white,female,50,united-states,<=5xk,0
32,private,hs-grad,9,married-civ-spouse,craft-repair,husbxnd,white,male,48,united-states,>50k,0
34,self-emp-inc,some-college,nan,married-civ-spouse,sales,husband,white,male,60,united-states,>50k,0
47,private,some-college,10,married-civ-spouse,sales,nan,white,male,65,united-states,>50k,0
x0,private,7th-8th,4,divorced,other-service,not-in-family,white,male,40,united-states,<=50k,0
51,local-gov,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<x50k,0
38,private,bachelors,13,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,70,united-xtates,>50k,0
50,local-gov,hs-grad,x,married-civ-spouse,other-service,husband,black,male,40,united-states,<=50k,0
37,private,assoc-acdm,12,married-civ-spouxe,exec-managerial,husband,white,male,50,united-states,>50k,0
58,local-gov,5th-6th,3,divorced,other-service,other-relative,bxack,female,40,haiti,<=50k,0
3x,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,43,united-states,<=50k,0
57,private,bachelors,13,married-civ-spouse,protective-serv,husbxnd,white,male,40,united-states,>50k,0
47,federal-gov,bachelors,13,married-civ-spouse,adm-clerical,husband,whixe,male,45,germany,>50k,0
50,private,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,38,united-states,>50x,0
25,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,4x,united-states,<=50k,0
37,private,9th,5,married-civ-spouse,nan,husband,white,male,50,united-states,>50k,0
19,private,hs-grad,9,never-married,other-service,other-relative,asian-pac-islander,male,x4,united-states,<=50k,0
33,private,hx-grad,9,never-married,transport-moving,not-in-family,white,male,87,united-states,<=50k,0
48,private,9xh,5,married-civ-spouse,machine-op-inspct,husband,white,male,40,poland,<=50k,0
37,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,80,united-states,>50k,0
x3,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,38,united-states,<=50k,0
24,private,5th-6th,3,married-spouse-absent,farming-fishing,not-in-family,white,male,x0,mexico,<=50k,0
28,local-gov,assoc-acdm,nan,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,>50k,0
57,nan,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,<=50k,0
x1,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
47,private,bachelors,13,divorced,other-service,not-in-family,white,female,nan,germany,<=50k,0
22,private,hs-grad,9,never-married,sales,own-child,white,female,4x,empty,<=50k,0
34,private,hs-grad,9,separated,adm-clerical,unmarried,white,mxle,40,united-states,<=50k,0
32,privxte,some-college,10,divorced,craft-repair,own-child,white,male,40,united-states,>50k,0
33,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,30,united-stxtes,<=50k,0
39,state-gov,doctorate,16,divorced,prof-specialty,not-ix-family,white,female,40,united-states,>50k,0
17,private,10th,6,xever-married,other-service,own-child,white,female,14,united-states,<=50k,0
2x,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0
29,private,bachelors,x3,never-married,adm-clerical,own-child,white,male,40,united-states,<=50k,0
21,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,whxte,female,40,united-states,<=50k,0
37,private,some-college,10,divorced,adm-clerical,unmarried,nan,female,39,united-states,<=50k,0
51,private,hx-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,>50k,0
20,private,some-college,10,never-marrxed,adm-clerical,own-child,white,female,25,united-states,<=50k,0
46,private,5th-6th,3,married-civ-spouse,craft-repair,wife,white,femxle,45,italy,<=50k,0
35,private,hs-grad,nan,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0
29,self-emp-inc,assoc-acdm,12,never-married,nan,other-relative,black,female,40,united-states,<=50k,0
39,private,some-collegx,10,divorced,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
32,private,nan,10,married-civ-spouse,transport-moving,husband,white,male,55,united-states,<=50k,0
47,private,nan,6,married-civ-spouse,machine-op-inspct,husband,white,male,46,united-states,>50k,0
1x,private,some-college,10,never-married,sales,own-child,white,female,25,united-states,<=50k,0
34,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,nan,asian-pac-islander,male,55,india,<=50k,0
35,private,hs-grad,x,married-civ-spouse,machine-op-inspct,husband,black,male,40,united-states,<=50k,0
19,private,hs-grad,9,never-married,other-service,own-child,white,female,20,unixed-states,<=50k,0
66,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,26,unixed-states,>50k,0
28,private,xachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
46,self-emp-not-inc,7th-8th,4,married-civ-spouse,exec-managerial,husband,white,male,75,greece,<=x0k,0
40,private,some-college,10,separated,exec-managerial,nan,black,male,40,united-states,<=50k,0
42,private,some-college,10,divorced,prof-specialty,unmarried,white,female,2x,united-states,<=50k,0
21,private,hs-grad,9,never-married,nan,unmarried,white,female,55,united-states,<=50k,0
19,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,4x,united-states,<=50k,0
x0,empty,11th,7,never-married,empty,own-child,black,male,40,united-states,<=50k,0
71,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k,0
18,private,12th,8,never-married,other-service,nan,white,female,25,united-states,<=50k,0
21,private,some-college,nan,never-married,prof-specialty,own-child,white,male,10,united-states,<=50k,0
60,private,hs-grad,9,separated,sales,not-in-family,white,female,x2,united-states,<=50k,0
28,private,doctorate,16,never-married,prof-specialty,not-in-family,white,femaxe,60,germany,>50k,0
23,private,some-college,10,never-married,sales,not-in-family,white,female,40,unitex-states,<=50k,0
43,local-gov,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-xtates,<=50k,0
38,private,12th,8,married-civ-spouse,craft-repair,nan,white,male,48,united-states,<=50k,0
45,private,some-college,10,divorced,craft-repair,not-in-family,white,male,x6,united-states,>50k,0
33,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,nan,united-states,<=50k,0
27,private,hs-grad,9,married-spouse-absent,other-service,unmarried,white,femaxe,40,united-states,<=50k,0
18,empty,some-college,10,never-married,empty,own-child,white,male,33,unitxd-states,<=50k,0
40,private,hs-grad,9,separated,other-service,other-relative,white,female,25,united-stxtes,<=50k,0
41,local-gov,nan,11,never-married,other-service,not-in-family,white,male,40,united-states,<=50k,0
43,private,bachelors,13,divorced,other-service,nxt-in-family,white,female,40,united-states,<=50k,0
36,state-gov,assoc-voc,11,married-civ-spouse,tech-support,husband,asian-pac-islander,male,37,hong,<=50k,0
46,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,x=50k,0
46,prxvate,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,47,united-states,<=50k,0
25,prixate,hs-grad,9,separated,exec-managerial,unmarried,white,female,37,united-states,<=50k,0
40,self-emp-not-inc,some-college,10,married-civ-spouse,tech-support,husband,white,malx,50,united-states,>50k,0
nan,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0
nan,private,hs-grad,9,widowed,other-service,not-in-family,white,female,10,united-states,<=50k,0
nan,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
68,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,nan,united-states,<=50k,0
35,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,xale,50,united-states,<=50k,0
40,pxivate,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0
21,private,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,46,nan,<=50k,0
21,state-gov,some-college,10,nan,protective-serv,not-in-family,white,male,40,united-states,<=50k,0
45,sxlf-emp-inc,masters,14,divorced,sales,unmarried,white,female,42,united-states,>50k,0
69,empty,hs-grad,9,divorced,empty,not-in-family,white,xemale,35,united-states,<=50k,0
22,xrivate,some-college,10,married-civ-spouse,other-service,husband,white,male,35,united-states,<=50k,0
38,local-gov,hs-grad,nan,married-civ-spouse,protective-serv,husband,white,male,40,united-states,>50k,0
43,federal-gov,some-college,10,neverxmarried,adm-clerical,other-relative,white,male,40,united-states,<=50k,0
25,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,45,united-states,<=x0k,0
36,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,45,nan,>50k,0
17,private,11th,7,nan,other-service,own-child,white,male,20,united-states,<=50k,0
28,private,some-collegx,10,married-civ-spouse,exec-managerial,husband,white,male,48,united-states,<=50k,0
47,private,some-college,x0,married-spouse-absent,exec-managerial,unmarried,white,female,35,puerto-rico,<=50k,0
48,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,black,male,50,united-states,x50k,0
31,private,assoc-acdm,12,divorced,craft-repair,not-in-family,white,male,50,unixed-states,>50k,0
39,private,nan,9,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k,0
42,private,hs-grad,9,never-married,craft-repair,nan,black,male,40,empty,<=50k,0
36,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x5,united-states,>50k,0
47,private,9th,5,married-civ-spouse,machine-op-inspct,husband,wxite,male,40,united-states,<=50k,0
90,nan,11th,7,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0
38,private,some-college,10,never-maxried,sales,unmarried,black,female,40,united-states,<=50k,0
36,self-emp-not-inc,bachelors,13,married-civ-spxuse,exec-managerial,husband,white,male,50,iran,<=50k,0
x4,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,<=50k,0
33,self-emp-not-inc,some-college,10,never-married,farming-fishing,nan,white,male,72,united-states,<=50k,0
24,local-gov,some-college,10,separated,protective-serv,nan,white,male,60,united-states,<=50k,0
nan,private,hs-grad,9,never-married,sales,not-in-family,white,male,50,united-states,<=50k,0
2x,private,bachelors,13,never-married,exec-managerial,own-child,white,female,40,united-states,<=50k,0
37,nan,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
28,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,50,nan,>50k,0
50,private,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,40,nan,<=50k,0
38,self-emp-not-inc,hs-gxad,9,married-civ-spouse,other-service,husband,white,male,80,italy,<=50k,0
36,private,nan,13,never-married,sales,not-in-family,white,female,20,united-states,<=50k,0
39,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,whxte,male,40,united-states,<=50k,0
43,private,some-college,10,divorcex,tech-support,not-in-family,white,female,50,united-states,<=50k,0
26,private,12th,8,never-married,sales,other-relative,xlack,male,51,united-states,<=50k,0
43,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,maxe,40,united-states,<=50k,0
3x,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,50,united-states,<=50k,0
x3,local-gov,some-college,10,never-married,other-service,not-in-family,black,male,30,united-states,<=50k,0
27,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,60,nan,<=50k,0
29,self-emp-not-inc,10th,x,divorced,craft-repair,not-in-family,white,male,80,united-states,<=50k,0
18,state-gox,11th,7,never-married,other-service,own-child,white,male,20,united-states,<=50k,0
43,state-gov,hs-grad,x,divorced,exec-managerial,unmarried,white,female,40,united-states,<=50k,0
36,private,nan,12,married-civ-spouse,sales,husband,white,male,60,united-states,>50k,0
33,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,x4,united-states,>50k,0
61,self-emp-not-inc,hs-grad,9,married-civ-spouse,other-service,husband,black,male,nan,united-states,<=50k,0
54,self-emp-not-inc,assoc-voc,11,married-cxv-spouse,tech-support,other-relative,white,female,10,united-states,<=50k,0
36,private,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,x0,united-states,>50k,0
47,private,hs-grad,9,never-married,nan,not-in-family,white,female,40,united-states,<=50k,0
23,private,hs-grad,9,never-married,handlers-cleaners,own-child,whixe,male,40,united-states,<=50k,0
43,self-emp-not-inc,masters,14,divorced,prof-specialty,not-in-family,white,female,20,united-states,<=50x,0
18,private,11th,7,never-married,nan,own-child,white,female,30,united-states,<=50k,0
43,private,bachelors,13,married-civ-spouse,exec-managerial,nan,white,male,40,united-states,>50k,0
55,private,11th,7,widowed,handlers-cleaners,unmarried,white,female,40,united-statxs,<=50k,0
17,empty,10th,6,never-married,empty,own-child,white,maxe,40,united-states,<=50k,0
