age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
52,state-gov,216342,bachelors,13,widowed,exec-managerial,unmarried,white,female,0,0,55,united-states,<=50k,1
35,private,140752,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,25,united-states,<=50k,1
33,private,116508,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
40,empty,224361,9th,5,divorced,empty,unmarried,white,female,0,0,5,cuba,<=50k,1
43,private,180303,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,50,united-states,>50k,1
66,empty,196736,1st-4th,2,never-married,empty,not-in-family,black,male,0,0,30,united-states,<=50k,1
51,local-gov,110327,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
36,private,185607,hs-grad,9,never-married,other-service,unmarried,white,female,0,0,30,united-states,<=50k,1
17,local-gov,244856,11th,7,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,1
32,private,198068,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
39,private,97136,hs-grad,9,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k,1
19,self-emp-inc,164658,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,60,united-states,<=50k,1
54,private,235693,11th,7,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,>50k,1
45,private,197038,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,>50k,1
47,local-gov,97419,bachelors,13,divorced,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50k,1
32,private,205528,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
28,self-emp-inc,146042,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
39,self-emp-inc,222641,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
27,self-emp-inc,376936,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,50,united-states,<=50k,1
42,local-gov,138077,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,38,united-states,>50k,1
24,private,155913,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,44,united-states,<=50k,1
45,private,36006,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,1
19,private,214678,hs-grad,9,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50k,1
46,private,369538,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,1
50,private,166565,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
32,private,257043,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,42,united-states,<=50k,1
43,self-emp-not-inc,38876,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k,1
29,private,187073,bachelors,13,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
90,private,313749,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,10,united-states,<=50k,1
41,private,331651,prof-school,15,married-civ-spouse,exec-managerial,wife,white,female,0,0,50,japan,>50k,1
24,private,243368,preschool,1,never-married,farming-fishing,not-in-family,white,male,0,0,36,mexico,<=50k,1
24,private,32921,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,50,united-states,<=50k,1
24,private,117167,some-college,10,never-married,other-service,not-in-family,white,female,0,0,53,united-states,<=50k,1
30,private,114691,bachelors,13,never-married,adm-clerical,other-relative,white,male,0,0,40,united-states,<=50k,1
46,private,99385,bachelors,13,separated,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k,1
39,private,252327,9th,5,separated,craft-repair,own-child,white,male,0,0,35,mexico,<=50k,1
43,private,90582,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
35,private,190194,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
65,private,264188,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,24,united-states,<=50k,1
34,private,243776,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
41,private,67065,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
24,self-emp-not-inc,204209,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,60,united-states,<=50k,1
24,private,226668,hs-grad,9,never-married,other-service,not-in-family,amer-indian-eskimo,male,0,0,35,united-states,<=50k,1
33,private,315143,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,cuba,>50k,1
37,private,118681,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,38,puerto-rico,<=50k,1
39,self-emp-not-inc,208109,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50k,1
58,private,116901,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,25,united-states,<=50k,1
36,self-emp-not-inc,405644,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,mexico,<=50k,1
42,local-gov,328581,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k,1
31,private,217962,some-college,10,never-married,protective-serv,other-relative,black,male,0,0,40,empty,<=50k,1
57,private,158827,hs-grad,9,separated,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
67,federal-gov,65475,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k,1
23,private,159709,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
35,private,140474,some-college,10,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
43,private,144778,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,italy,>50k,1
39,self-emp-not-inc,83242,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k,1
36,private,143385,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
29,local-gov,167544,assoc-acdm,12,divorced,other-service,unmarried,white,female,0,0,13,united-states,<=50k,1
25,private,122175,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,1
54,private,378747,10th,6,separated,transport-moving,unmarried,black,male,0,0,45,united-states,>50k,1
24,private,230475,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,44,united-states,<=50k,1
50,self-emp-inc,120781,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,60,south,>50k,1
70,private,206232,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50k,1
38,self-emp-not-inc,140583,masters,14,married-civ-spouse,farming-fishing,husband,white,male,0,0,70,united-states,<=50k,1
51,private,137253,hs-grad,9,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,>50k,1
28,private,246974,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,1
66,self-emp-not-inc,182470,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,25,united-states,>50k,1
57,self-emp-inc,107617,hs-grad,9,separated,farming-fishing,not-in-family,white,male,0,0,60,united-states,>50k,1
44,self-emp-inc,116358,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,50,empty,>50k,1
29,private,250819,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
21,private,196508,some-college,10,never-married,sales,own-child,black,female,0,0,40,united-states,<=50k,1
42,private,367533,10th,6,married-civ-spouse,craft-repair,own-child,other,male,0,0,43,united-states,>50k,1
50,private,271160,some-college,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
65,private,173674,hs-grad,9,divorced,other-service,other-relative,white,female,0,0,14,united-states,<=50k,1
64,empty,257790,hs-grad,9,divorced,empty,unmarried,white,female,0,0,38,united-states,<=50k,1
44,private,322391,11th,7,separated,other-service,unmarried,black,female,0,0,30,united-states,<=50k,1
17,private,104232,10th,6,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k,1
17,empty,86786,10th,6,never-married,empty,own-child,white,female,0,0,40,united-states,<=50k,1
43,private,88233,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,1
32,private,240888,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
20,private,129240,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50k,1
23,private,160968,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,10,united-states,<=50k,1
34,private,236861,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,45,united-states,<=50k,1
30,private,109282,some-college,10,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k,1
32,private,215047,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
40,private,115932,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,ireland,>50k,1
28,private,55360,some-college,10,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k,1
44,private,224658,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,1
29,local-gov,376302,assoc-voc,11,married-civ-spouse,tech-support,wife,white,female,0,0,35,nicaragua,>50k,1
37,private,115289,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
56,self-emp-inc,258883,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
27,private,69132,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
34,private,207301,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,20,united-states,<=50k,1
37,private,179671,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
66,self-emp-not-inc,140456,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
19,private,327397,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,30,united-states,<=50k,1
60,private,200235,assoc-voc,11,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k,1
47,private,195978,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
47,private,329144,some-college,10,divorced,prof-specialty,not-in-family,white,male,0,0,48,united-states,>50k,1
48,self-emp-inc,250674,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k,1
57,empty,176897,hs-grad,9,married-civ-spouse,empty,husband,white,male,0,0,60,united-states,<=50k,1
50,self-emp-inc,132716,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,germany,>50k,1
62,private,174201,9th,5,widowed,other-service,unmarried,black,female,0,0,25,united-states,<=50k,1
45,private,167617,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,1
55,local-gov,254949,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
62,private,319582,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,32,united-states,<=50k,1
25,private,248990,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,guatemala,<=50k,1
49,private,144396,11th,7,divorced,exec-managerial,not-in-family,white,female,0,0,38,united-states,<=50k,1
25,federal-gov,55636,hs-grad,9,never-married,handlers-cleaners,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
39,private,185624,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50k,1
27,local-gov,125442,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k,1
43,private,160943,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,>50k,1
30,private,243841,hs-grad,9,divorced,other-service,other-relative,asian-pac-islander,female,0,0,40,south,<=50k,1
21,private,34616,some-college,10,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k,1
33,private,235847,prof-school,15,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50k,1
33,private,174789,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,50,united-states,<=50k,1
33,private,280111,11th,7,never-married,adm-clerical,unmarried,black,female,0,0,38,united-states,<=50k,1
70,private,236055,7th-8th,4,widowed,other-service,not-in-family,white,female,0,0,35,united-states,<=50k,1
25,private,237865,some-college,10,never-married,other-service,own-child,black,male,0,0,42,united-states,<=50k,1
17,private,194612,11th,7,never-married,other-service,own-child,white,male,0,0,25,united-states,<=50k,1
20,private,173851,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,<=50k,1
19,private,372483,some-college,10,never-married,other-service,other-relative,black,male,0,0,35,united-states,<=50k,1
31,private,174201,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
26,private,272618,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,<=50k,1
52,private,74660,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
26,private,201481,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
38,private,175232,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,45,united-states,<=50k,1
25,private,336440,some-college,10,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,1
22,private,46645,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,9,united-states,<=50k,1
53,private,281425,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
30,self-emp-not-inc,31510,assoc-acdm,12,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k,1
44,private,310255,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,>50k,1
32,federal-gov,82393,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,56,united-states,>50k,1
59,self-emp-not-inc,190514,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,<=50k,1
49,private,165513,some-college,10,divorced,handlers-cleaners,unmarried,black,female,0,0,40,united-states,<=50k,1
31,private,226696,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,>50k,1
44,private,165815,9th,5,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,1
36,private,123983,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,55,japan,>50k,1
36,private,235371,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
37,private,147258,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,>50k,1
29,private,255949,bachelors,13,never-married,sales,unmarried,black,male,0,0,40,united-states,<=50k,1
52,private,186272,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k,1
21,private,111676,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
36,private,199501,some-college,10,divorced,exec-managerial,unmarried,black,female,0,0,38,united-states,<=50k,1
24,private,151443,hs-grad,9,never-married,machine-op-inspct,other-relative,black,female,0,0,30,united-states,<=50k,1
31,private,145935,hs-grad,9,never-married,exec-managerial,own-child,black,male,0,0,40,united-states,<=50k,1
54,federal-gov,230387,hs-grad,9,widowed,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50k,1
44,private,127592,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k,1
18,private,210828,some-college,10,never-married,handlers-cleaners,own-child,other,male,0,0,30,united-states,<=50k,1
41,private,297186,hs-grad,9,married-civ-spouse,transport-moving,wife,white,female,0,0,40,united-states,<=50k,1
37,self-emp-inc,116554,masters,14,divorced,exec-managerial,not-in-family,white,female,0,0,70,united-states,<=50k,1
26,state-gov,147719,bachelors,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,20,india,<=50k,1
68,self-emp-not-inc,89011,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,canada,<=50k,1
31,private,38158,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
48,private,178686,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
80,empty,172826,hs-grad,9,married-civ-spouse,empty,husband,white,male,0,0,8,united-states,<=50k,1
26,private,155752,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k,1
63,private,100099,9th,5,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
19,private,231688,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,20,united-states,<=50k,1
30,empty,147215,some-college,10,never-married,empty,own-child,white,female,0,0,30,united-states,<=50k,1
42,self-emp-inc,50122,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,1
64,federal-gov,86837,assoc-acdm,12,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,40,united-states,>50k,1
32,private,113364,bachelors,13,never-married,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k,1
50,private,289390,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,47,united-states,<=50k,1
73,private,77884,hs-grad,9,married-civ-spouse,farming-fishing,husband,asian-pac-islander,male,0,0,40,philippines,<=50k,1
32,private,390157,bachelors,13,never-married,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50k,1
58,private,234328,bachelors,13,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k,1
24,private,410439,some-college,10,never-married,craft-repair,own-child,white,male,0,0,15,united-states,<=50k,1
53,private,129525,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
23,private,166527,some-college,10,never-married,exec-managerial,own-child,other,female,0,0,40,united-states,<=50k,1
42,empty,109912,assoc-acdm,12,never-married,empty,other-relative,white,female,0,0,40,united-states,<=50k,1
30,private,210906,hs-grad,9,married-civ-spouse,exec-managerial,other-relative,white,female,0,0,40,united-states,<=50k,1
38,private,405284,bachelors,13,never-married,other-service,own-child,white,female,0,0,35,united-states,<=50k,1
28,private,138269,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
19,private,25429,12th,8,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k,1
45,private,231672,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k,1
26,private,258550,bachelors,13,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,1
33,private,268147,9th,5,never-married,sales,unmarried,white,female,0,0,40,united-states,<=50k,1
29,private,54411,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,50,empty,<=50k,1
54,private,37289,masters,14,married-civ-spouse,exec-managerial,wife,white,female,0,0,55,united-states,>50k,1
23,private,157951,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50k,1
43,self-emp-inc,225165,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50k,1
37,private,238049,9th,5,never-married,priv-house-serv,not-in-family,white,female,0,0,30,el-salvador,<=50k,1
31,private,197252,7th-8th,4,married-civ-spouse,other-service,husband,white,male,0,0,40,mexico,<=50k,1
25,private,183575,11th,7,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
17,private,19752,11th,7,never-married,other-service,own-child,black,female,0,0,25,united-states,<=50k,1
37,private,103925,hs-grad,9,widowed,adm-clerical,unmarried,white,female,0,0,68,united-states,<=50k,1
60,private,31577,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k,1
59,federal-gov,61298,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
59,federal-gov,190541,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
28,empty,389857,hs-grad,9,married-civ-spouse,empty,other-relative,white,male,0,0,16,united-states,<=50k,1
33,empty,192644,hs-grad,9,never-married,empty,not-in-family,white,male,0,0,40,united-states,<=50k,1
33,self-emp-not-inc,67482,assoc-voc,11,divorced,other-service,unmarried,white,female,0,0,99,united-states,<=50k,1
29,empty,108775,hs-grad,9,married-civ-spouse,empty,husband,white,male,0,0,40,dominican-republic,<=50k,1
23,state-gov,279243,some-college,10,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k,1
20,private,278391,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,25,nicaragua,<=50k,1
60,private,349898,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,44,united-states,<=50k,1
44,private,219441,10th,6,never-married,sales,unmarried,other,female,0,0,35,dominican-republic,<=50k,1
52,federal-gov,29623,12th,8,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k,1
31,private,217460,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k,1
30,private,163604,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,55,united-states,>50k,1
20,private,238685,some-college,10,never-married,other-service,not-in-family,white,female,0,0,32,united-states,<=50k,1
27,empty,251854,bachelors,13,married-civ-spouse,empty,wife,black,female,0,0,35,empty,>50k,1
33,private,213308,assoc-voc,11,separated,adm-clerical,own-child,black,female,0,0,50,united-states,<=50k,1
25,private,193773,hs-grad,9,never-married,other-service,not-in-family,black,female,0,0,35,united-states,<=50k,1
63,private,114011,hs-grad,9,separated,craft-repair,not-in-family,white,female,0,0,20,united-states,<=50k,1
63,self-emp-not-inc,52144,some-college,10,widowed,exec-managerial,not-in-family,white,male,0,0,35,united-states,<=50k,1
43,private,347934,hs-grad,9,separated,sales,not-in-family,white,female,0,0,30,united-states,<=50k,1
58,private,293399,11th,7,widowed,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k,1
70,empty,118630,assoc-voc,11,widowed,empty,unmarried,white,female,0,0,35,united-states,<=50k,1
42,private,366180,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
20,local-gov,188950,some-college,10,never-married,protective-serv,own-child,white,male,0,0,25,united-states,<=50k,1
35,private,189382,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
62,private,24515,9th,5,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
43,self-emp-not-inc,182217,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,35,united-states,<=50k,1
19,private,552354,12th,8,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k,1
46,private,163021,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
45,private,183092,assoc-acdm,12,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k,1
48,private,30289,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,<=50k,1
29,private,77572,assoc-acdm,12,never-married,adm-clerical,not-in-family,asian-pac-islander,female,0,0,40,united-states,<=50k,1
36,private,469056,hs-grad,9,divorced,sales,unmarried,black,female,0,0,25,united-states,<=50k,1
58,private,145574,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
43,private,302041,hs-grad,9,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k,1
59,private,32552,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,4,united-states,<=50k,1
42,private,185413,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
33,federal-gov,26543,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k,1
23,federal-gov,163870,some-college,10,never-married,armed-forces,other-relative,white,male,0,0,40,united-states,<=50k,1
21,private,240063,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,25,united-states,<=50k,1
48,private,208748,5th-6th,3,divorced,machine-op-inspct,unmarried,other,female,0,0,40,dominican-republic,<=50k,1
32,local-gov,84119,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
31,private,84130,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,>50k,1
66,local-gov,261062,masters,14,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
23,local-gov,336010,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,32,united-states,<=50k,1
52,private,389270,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,>50k,1
17,private,138293,11th,7,never-married,handlers-cleaners,own-child,white,male,0,0,15,united-states,<=50k,1
35,private,240389,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,43,united-states,>50k,1
21,empty,170070,some-college,10,never-married,empty,not-in-family,white,female,0,0,10,united-states,<=50k,1
24,private,149457,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
45,private,81534,hs-grad,9,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,84,japan,>50k,1
29,federal-gov,196912,bachelors,13,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,<=50k,1
34,self-emp-not-inc,80933,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k,1
64,local-gov,190660,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,>50k,1
27,private,120155,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,39,united-states,<=50k,1
44,federal-gov,161240,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,1
31,private,126402,hs-grad,9,never-married,farming-fishing,not-in-family,black,female,0,0,60,united-states,<=50k,1
23,private,148709,hs-grad,9,married-civ-spouse,adm-clerical,other-relative,white,female,0,0,35,united-states,<=50k,1
31,local-gov,80058,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,64,united-states,<=50k,1
45,private,274689,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k,1
42,private,157367,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,35,empty,<=50k,1
33,private,217460,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
33,local-gov,33727,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,<=50k,1
30,self-emp-not-inc,166961,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,>50k,1
25,private,146117,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,42,united-states,<=50k,1
33,private,160216,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,32,empty,<=50k,1
22,private,50163,9th,5,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k,1
30,private,235271,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
43,self-emp-not-inc,144218,12th,8,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,1
37,private,94334,7th-8th,4,never-married,machine-op-inspct,own-child,white,female,0,0,25,united-states,<=50k,1
51,self-emp-not-inc,35295,hs-grad,9,never-married,farming-fishing,unmarried,white,male,0,0,45,united-states,<=50k,1
36,private,35429,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50k,1
73,local-gov,205580,5th-6th,3,married-civ-spouse,prof-specialty,husband,white,male,0,0,6,united-states,<=50k,1
32,local-gov,177794,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
34,private,167474,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k,1
